task_id,judge_model,n_calls,verdicts,judge_product,deferred_reward,final_reward,final_success,status,scored_at
109,mistral-large-2512,12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-15T11:12:37+00:00
110,mistral-large-2512,11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-15T11:18:37+00:00
111,mistral-large-2512,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-15T11:24:02+00:00
115,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-15T11:24:32+00:00
122,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:25:04+00:00
140,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:25:37+00:00
155,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:26:08+00:00
175,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:26:40+00:00
204,mistral-large-2512,3,"[0.0, 0.0, 0.0]",0.0,1.0,0.0,False,scored,2026-08-15T11:28:14+00:00
213,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:28:45+00:00
214,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:29:16+00:00
215,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:29:48+00:00
223,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:30:20+00:00
247,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-15T11:30:50+00:00
253,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:31:20+00:00
257,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:31:52+00:00
267,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:32:26+00:00
268,mistral-large-2512,1,[1.0],1.0,0.0,0.0,False,scored,2026-08-15T11:32:58+00:00
334,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:33:29+00:00
335,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:34:01+00:00
376,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:34:31+00:00
382,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-15T11:35:01+00:00
491,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:35:32+00:00
723,mistral-large-2512,1,[1.0],1.0,1.0,1.0,True,scored,2026-08-15T11:36:02+00:00
791,mistral-large-2512,1,[0.0],0.0,1.0,0.0,False,scored,2026-08-15T11:36:33+00:00
